IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.236.171.205,8080,false,SIN,Asia Pacific,Singapore,235 ms,5623 kB/s
8.219.117.198,8080,false,SIN,Asia Pacific,Singapore,248 ms,5620 kB/s
47.236.172.71,2086,false,SIN,Asia Pacific,Singapore,221 ms,5617 kB/s
47.237.83.20,8080,false,SIN,Asia Pacific,Singapore,245 ms,5616 kB/s
8.219.120.87,2082,false,SIN,Asia Pacific,Singapore,224 ms,5607 kB/s
47.236.144.208,2082,false,SIN,Asia Pacific,Singapore,272 ms,5605 kB/s
8.210.3.24,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,5602 kB/s
47.237.81.112,80,false,SIN,Asia Pacific,Singapore,222 ms,5598 kB/s
8.219.124.227,2082,false,SIN,Asia Pacific,Singapore,227 ms,5590 kB/s
47.236.170.54,8080,false,SIN,Asia Pacific,Singapore,235 ms,5588 kB/s
47.236.169.141,2082,false,SIN,Asia Pacific,Singapore,232 ms,5587 kB/s
47.236.145.85,2086,false,SIN,Asia Pacific,Singapore,245 ms,5587 kB/s
8.219.191.110,2095,false,SIN,Asia Pacific,Singapore,239 ms,5586 kB/s
47.236.123.133,2082,false,SIN,Asia Pacific,Singapore,248 ms,5583 kB/s
47.236.9.152,2052,false,SIN,Asia Pacific,Singapore,224 ms,5577 kB/s
47.236.169.164,2095,false,SIN,Asia Pacific,Singapore,241 ms,5575 kB/s
47.237.14.220,8880,false,SIN,Asia Pacific,Singapore,230 ms,5572 kB/s
47.236.17.193,80,false,SIN,Asia Pacific,Singapore,226 ms,5565 kB/s
47.236.158.158,2086,false,SIN,Asia Pacific,Singapore,237 ms,5562 kB/s
8.219.107.135,2095,false,SIN,Asia Pacific,Singapore,228 ms,5562 kB/s
8.219.210.57,8080,false,SIN,Asia Pacific,Singapore,237 ms,5560 kB/s
47.236.123.133,8080,false,SIN,Asia Pacific,Singapore,247 ms,5559 kB/s
8.219.98.13,2095,false,SIN,Asia Pacific,Singapore,226 ms,5558 kB/s
47.237.100.206,2052,false,SIN,Asia Pacific,Singapore,254 ms,5550 kB/s
47.236.166.131,8080,false,SIN,Asia Pacific,Singapore,232 ms,5549 kB/s
47.236.149.107,8880,false,SIN,Asia Pacific,Singapore,232 ms,5549 kB/s
8.219.110.81,2095,false,SIN,Asia Pacific,Singapore,245 ms,5545 kB/s
47.245.126.151,2095,false,SIN,Asia Pacific,Singapore,253 ms,5543 kB/s
47.236.172.95,2052,false,SIN,Asia Pacific,Singapore,245 ms,5542 kB/s
47.237.81.112,8080,false,SIN,Asia Pacific,Singapore,238 ms,5540 kB/s
8.222.136.247,8080,false,SIN,Asia Pacific,Singapore,262 ms,5538 kB/s
8.219.235.164,2082,false,SIN,Asia Pacific,Singapore,232 ms,5535 kB/s
8.217.207.60,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,5533 kB/s
47.236.145.85,8080,false,SIN,Asia Pacific,Singapore,259 ms,5533 kB/s
47.236.102.102,2052,false,SIN,Asia Pacific,Singapore,265 ms,5529 kB/s
8.219.97.50,8880,false,SIN,Asia Pacific,Singapore,248 ms,5526 kB/s
47.236.10.182,8080,false,SIN,Asia Pacific,Singapore,254 ms,5523 kB/s
47.236.167.231,80,false,SIN,Asia Pacific,Singapore,222 ms,5519 kB/s
47.236.144.208,8880,false,SIN,Asia Pacific,Singapore,267 ms,5518 kB/s
47.236.169.15,2086,false,SIN,Asia Pacific,Singapore,223 ms,5518 kB/s
47.237.14.220,2082,false,SIN,Asia Pacific,Singapore,244 ms,5512 kB/s
47.236.149.107,2095,false,SIN,Asia Pacific,Singapore,240 ms,5512 kB/s
47.237.8.82,80,false,SIN,Asia Pacific,Singapore,234 ms,5510 kB/s
47.236.237.90,8080,false,SIN,Asia Pacific,Singapore,273 ms,5504 kB/s
47.236.167.231,8880,false,SIN,Asia Pacific,Singapore,218 ms,5497 kB/s
8.219.11.158,80,false,SIN,Asia Pacific,Singapore,222 ms,5489 kB/s
47.236.168.17,2095,false,SIN,Asia Pacific,Singapore,235 ms,5488 kB/s
8.219.117.198,2052,false,SIN,Asia Pacific,Singapore,225 ms,5483 kB/s
47.237.14.220,80,false,SIN,Asia Pacific,Singapore,236 ms,5475 kB/s
47.236.168.17,80,false,SIN,Asia Pacific,Singapore,226 ms,5474 kB/s
47.237.0.31,80,false,SIN,Asia Pacific,Singapore,230 ms,5472 kB/s
8.219.51.211,2082,false,SIN,Asia Pacific,Singapore,223 ms,5471 kB/s
47.237.95.156,8080,false,SIN,Asia Pacific,Singapore,247 ms,5467 kB/s
8.219.122.55,8080,false,SIN,Asia Pacific,Singapore,224 ms,5461 kB/s
47.236.165.25,2086,false,SIN,Asia Pacific,Singapore,239 ms,5461 kB/s
47.245.118.70,2086,false,SIN,Asia Pacific,Singapore,237 ms,5456 kB/s
47.236.205.188,8080,false,SIN,Asia Pacific,Singapore,291 ms,5456 kB/s
47.236.123.133,8880,false,SIN,Asia Pacific,Singapore,252 ms,5453 kB/s
47.236.102.102,2095,false,SIN,Asia Pacific,Singapore,259 ms,5446 kB/s
8.219.191.40,2052,false,SIN,Asia Pacific,Singapore,221 ms,5445 kB/s
8.219.132.64,8880,false,SIN,Asia Pacific,Singapore,221 ms,5444 kB/s
47.237.82.15,8080,false,SIN,Asia Pacific,Singapore,228 ms,5443 kB/s
47.237.10.1,80,false,SIN,Asia Pacific,Singapore,222 ms,5441 kB/s
47.236.165.25,8880,false,SIN,Asia Pacific,Singapore,244 ms,5441 kB/s
47.236.167.231,8080,false,SIN,Asia Pacific,Singapore,222 ms,5437 kB/s
47.236.169.15,8880,false,SIN,Asia Pacific,Singapore,230 ms,5428 kB/s
47.236.123.133,2052,false,SIN,Asia Pacific,Singapore,262 ms,5426 kB/s
47.237.81.112,2086,false,SIN,Asia Pacific,Singapore,239 ms,5424 kB/s
47.237.11.182,2086,false,SIN,Asia Pacific,Singapore,221 ms,5423 kB/s
47.236.121.23,2082,false,SIN,Asia Pacific,Singapore,251 ms,5423 kB/s
47.236.5.223,80,false,SIN,Asia Pacific,Singapore,244 ms,5420 kB/s
47.236.167.231,2082,false,SIN,Asia Pacific,Singapore,254 ms,5418 kB/s
47.245.102.52,2082,false,SIN,Asia Pacific,Singapore,246 ms,5417 kB/s
47.236.80.110,8880,false,SIN,Asia Pacific,Singapore,239 ms,5412 kB/s
47.236.10.182,2095,false,SIN,Asia Pacific,Singapore,249 ms,5402 kB/s
8.219.67.133,2052,false,SIN,Asia Pacific,Singapore,227 ms,5396 kB/s
8.217.248.220,2095,false,HKG,Asia Pacific,Hong Kong,59 ms,5395 kB/s
47.243.91.58,2095,false,HKG,Asia Pacific,Hong Kong,57 ms,5392 kB/s
8.222.187.4,80,false,SIN,Asia Pacific,Singapore,226 ms,5391 kB/s
47.236.87.246,2086,false,SIN,Asia Pacific,Singapore,234 ms,5391 kB/s
47.236.150.13,2082,false,SIN,Asia Pacific,Singapore,246 ms,5381 kB/s
8.219.117.198,2082,false,SIN,Asia Pacific,Singapore,232 ms,5380 kB/s
47.236.144.156,8880,false,SIN,Asia Pacific,Singapore,245 ms,5371 kB/s
8.219.97.50,80,false,SIN,Asia Pacific,Singapore,252 ms,5368 kB/s
8.219.117.198,80,false,SIN,Asia Pacific,Singapore,227 ms,5366 kB/s
47.236.144.156,80,false,SIN,Asia Pacific,Singapore,237 ms,5350 kB/s
47.237.94.140,2086,false,SIN,Asia Pacific,Singapore,233 ms,5348 kB/s
47.237.92.26,8080,false,SIN,Asia Pacific,Singapore,229 ms,5346 kB/s
47.237.83.20,2086,false,SIN,Asia Pacific,Singapore,222 ms,5345 kB/s
8.219.120.87,8880,false,SIN,Asia Pacific,Singapore,238 ms,5339 kB/s
8.219.210.57,80,false,SIN,Asia Pacific,Singapore,251 ms,5338 kB/s
47.237.82.15,80,false,SIN,Asia Pacific,Singapore,214 ms,5331 kB/s
8.219.124.227,8080,false,SIN,Asia Pacific,Singapore,236 ms,5326 kB/s
47.236.168.17,2082,false,SIN,Asia Pacific,Singapore,222 ms,5317 kB/s
47.236.97.90,8880,false,SIN,Asia Pacific,Singapore,239 ms,5313 kB/s
47.237.95.140,2052,false,SIN,Asia Pacific,Singapore,231 ms,5310 kB/s
47.237.94.140,80,false,SIN,Asia Pacific,Singapore,240 ms,5310 kB/s
47.236.75.113,2095,false,SIN,Asia Pacific,Singapore,246 ms,5307 kB/s
47.236.118.216,2052,false,SIN,Asia Pacific,Singapore,228 ms,5306 kB/s
8.210.34.188,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,5302 kB/s
47.236.121.23,2095,false,SIN,Asia Pacific,Singapore,240 ms,5294 kB/s
47.236.87.246,2095,false,SIN,Asia Pacific,Singapore,221 ms,5288 kB/s
47.236.145.85,2082,false,SIN,Asia Pacific,Singapore,242 ms,5283 kB/s
47.245.126.151,2052,false,SIN,Asia Pacific,Singapore,231 ms,5277 kB/s
47.236.158.158,2082,false,SIN,Asia Pacific,Singapore,241 ms,5275 kB/s
47.236.170.225,8880,false,SIN,Asia Pacific,Singapore,224 ms,5268 kB/s
47.242.155.183,80,false,HKG,Asia Pacific,Hong Kong,59 ms,5264 kB/s
47.236.130.95,8880,false,SIN,Asia Pacific,Singapore,235 ms,5262 kB/s
47.237.11.182,2095,false,SIN,Asia Pacific,Singapore,233 ms,5262 kB/s
47.236.144.48,2095,false,SIN,Asia Pacific,Singapore,265 ms,5257 kB/s
8.219.235.164,2095,false,SIN,Asia Pacific,Singapore,236 ms,5255 kB/s
8.219.67.133,2095,false,SIN,Asia Pacific,Singapore,216 ms,5254 kB/s
47.242.157.96,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,5249 kB/s
8.219.4.122,2095,false,SIN,Asia Pacific,Singapore,259 ms,5247 kB/s
47.237.95.146,2095,false,SIN,Asia Pacific,Singapore,231 ms,5244 kB/s
47.236.80.110,2082,false,SIN,Asia Pacific,Singapore,247 ms,5243 kB/s
47.237.14.220,2052,false,SIN,Asia Pacific,Singapore,226 ms,5242 kB/s
8.219.177.205,2086,false,SIN,Asia Pacific,Singapore,226 ms,5239 kB/s
47.245.118.70,8880,false,SIN,Asia Pacific,Singapore,237 ms,5237 kB/s
47.245.126.151,2082,false,SIN,Asia Pacific,Singapore,243 ms,5236 kB/s
8.222.167.147,2052,false,SIN,Asia Pacific,Singapore,252 ms,5229 kB/s
47.236.158.158,80,false,SIN,Asia Pacific,Singapore,232 ms,5226 kB/s
47.237.92.26,8880,false,SIN,Asia Pacific,Singapore,220 ms,5214 kB/s
47.236.118.216,8880,false,SIN,Asia Pacific,Singapore,271 ms,5205 kB/s
8.219.120.87,2086,false,SIN,Asia Pacific,Singapore,231 ms,5205 kB/s
8.219.220.88,8880,false,SIN,Asia Pacific,Singapore,235 ms,5205 kB/s
8.222.164.209,8880,false,SIN,Asia Pacific,Singapore,227 ms,5204 kB/s
8.219.97.50,2082,false,SIN,Asia Pacific,Singapore,245 ms,5201 kB/s
47.242.155.183,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,5195 kB/s
47.236.80.110,2095,false,SIN,Asia Pacific,Singapore,238 ms,5193 kB/s
8.219.177.205,8880,false,SIN,Asia Pacific,Singapore,219 ms,5189 kB/s
8.219.98.13,2052,false,SIN,Asia Pacific,Singapore,246 ms,5183 kB/s
47.236.165.25,8080,false,SIN,Asia Pacific,Singapore,244 ms,5183 kB/s
47.236.102.102,2086,false,SIN,Asia Pacific,Singapore,256 ms,5172 kB/s
8.218.222.36,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,5172 kB/s
47.245.118.70,2095,false,SIN,Asia Pacific,Singapore,247 ms,5169 kB/s
47.237.81.112,2052,false,SIN,Asia Pacific,Singapore,231 ms,5168 kB/s
8.217.250.222,80,false,HKG,Asia Pacific,Hong Kong,63 ms,5168 kB/s
47.237.14.220,2086,false,SIN,Asia Pacific,Singapore,228 ms,5163 kB/s
47.236.158.158,2052,false,SIN,Asia Pacific,Singapore,258 ms,5163 kB/s
47.236.10.100,8080,false,SIN,Asia Pacific,Singapore,251 ms,5154 kB/s
47.236.254.120,8880,false,SIN,Asia Pacific,Singapore,261 ms,5146 kB/s
47.245.114.163,8080,false,SIN,Asia Pacific,Singapore,236 ms,5144 kB/s
47.237.83.20,2052,false,SIN,Asia Pacific,Singapore,236 ms,5143 kB/s
8.219.120.87,2052,false,SIN,Asia Pacific,Singapore,230 ms,5141 kB/s
47.236.117.48,8880,false,SIN,Asia Pacific,Singapore,236 ms,5139 kB/s
47.237.94.140,8080,false,SIN,Asia Pacific,Singapore,246 ms,5135 kB/s
47.237.94.140,2082,false,SIN,Asia Pacific,Singapore,226 ms,5125 kB/s
47.236.150.13,8880,false,SIN,Asia Pacific,Singapore,244 ms,5117 kB/s
8.217.193.25,2052,false,HKG,Asia Pacific,Hong Kong,62 ms,5107 kB/s
47.236.170.54,2082,false,SIN,Asia Pacific,Singapore,233 ms,5091 kB/s
8.219.117.198,8880,false,SIN,Asia Pacific,Singapore,257 ms,5082 kB/s
47.236.164.215,2052,false,SIN,Asia Pacific,Singapore,249 ms,5082 kB/s
47.236.144.208,80,false,SIN,Asia Pacific,Singapore,278 ms,5080 kB/s
8.217.91.121,2052,false,HKG,Asia Pacific,Hong Kong,62 ms,5074 kB/s
8.218.48.92,2095,false,HKG,Asia Pacific,Hong Kong,67 ms,5074 kB/s
47.236.83.239,2052,false,SIN,Asia Pacific,Singapore,226 ms,5074 kB/s
47.236.149.107,80,false,SIN,Asia Pacific,Singapore,253 ms,5059 kB/s
8.222.183.242,8880,false,SIN,Asia Pacific,Singapore,225 ms,5056 kB/s
8.219.177.205,2082,false,SIN,Asia Pacific,Singapore,229 ms,5056 kB/s
8.222.179.231,2082,false,SIN,Asia Pacific,Singapore,223 ms,5050 kB/s
47.237.95.13,2052,false,SIN,Asia Pacific,Singapore,247 ms,5048 kB/s
47.236.166.131,2095,false,SIN,Asia Pacific,Singapore,238 ms,5045 kB/s
47.237.84.173,8880,false,SIN,Asia Pacific,Singapore,220 ms,5045 kB/s
8.219.142.191,2052,false,SIN,Asia Pacific,Singapore,234 ms,5037 kB/s
47.236.144.156,2052,false,SIN,Asia Pacific,Singapore,234 ms,5033 kB/s
47.236.172.71,8080,false,SIN,Asia Pacific,Singapore,229 ms,5030 kB/s
47.236.253.41,2086,false,SIN,Asia Pacific,Singapore,257 ms,5030 kB/s
8.222.191.138,2052,false,SIN,Asia Pacific,Singapore,229 ms,5029 kB/s
8.218.18.132,80,false,HKG,Asia Pacific,Hong Kong,59 ms,5025 kB/s
47.237.14.220,2095,false,SIN,Asia Pacific,Singapore,223 ms,5018 kB/s
8.219.201.245,8080,false,SIN,Asia Pacific,Singapore,226 ms,5017 kB/s
8.219.110.81,2052,false,SIN,Asia Pacific,Singapore,226 ms,5013 kB/s
8.222.165.117,8080,false,SIN,Asia Pacific,Singapore,236 ms,5008 kB/s
8.222.144.50,2095,false,SIN,Asia Pacific,Singapore,225 ms,5005 kB/s
8.219.210.57,2086,false,SIN,Asia Pacific,Singapore,248 ms,5002 kB/s
47.236.172.71,2082,false,SIN,Asia Pacific,Singapore,251 ms,4999 kB/s
47.236.171.205,2082,false,SIN,Asia Pacific,Singapore,237 ms,4984 kB/s
47.236.164.215,2086,false,SIN,Asia Pacific,Singapore,236 ms,4982 kB/s
47.236.83.239,2082,false,SIN,Asia Pacific,Singapore,226 ms,4980 kB/s
8.219.142.191,8080,false,SIN,Asia Pacific,Singapore,225 ms,4976 kB/s
47.236.121.23,8880,false,SIN,Asia Pacific,Singapore,257 ms,4976 kB/s
47.236.5.223,8880,false,SIN,Asia Pacific,Singapore,238 ms,4965 kB/s
47.237.83.20,80,false,SIN,Asia Pacific,Singapore,226 ms,4960 kB/s
47.236.169.141,2095,false,SIN,Asia Pacific,Singapore,218 ms,4954 kB/s
47.236.171.205,2095,false,SIN,Asia Pacific,Singapore,222 ms,4954 kB/s
8.219.132.64,2052,false,SIN,Asia Pacific,Singapore,224 ms,4951 kB/s
47.236.165.25,80,false,SIN,Asia Pacific,Singapore,238 ms,4949 kB/s
47.236.97.90,8080,false,SIN,Asia Pacific,Singapore,234 ms,4947 kB/s
47.236.150.13,2095,false,SIN,Asia Pacific,Singapore,236 ms,4943 kB/s
8.222.156.242,8880,false,SIN,Asia Pacific,Singapore,230 ms,4942 kB/s
47.237.100.206,2095,false,SIN,Asia Pacific,Singapore,239 ms,4940 kB/s
47.236.9.152,8080,false,SIN,Asia Pacific,Singapore,232 ms,4938 kB/s
8.217.85.14,2052,false,HKG,Asia Pacific,Hong Kong,65 ms,4934 kB/s
47.236.144.196,8080,false,SIN,Asia Pacific,Singapore,237 ms,4933 kB/s
8.222.187.4,8080,false,SIN,Asia Pacific,Singapore,250 ms,4930 kB/s
47.236.164.215,8080,false,SIN,Asia Pacific,Singapore,233 ms,4929 kB/s
47.236.87.246,8880,false,SIN,Asia Pacific,Singapore,218 ms,4927 kB/s
8.222.167.147,8080,false,SIN,Asia Pacific,Singapore,232 ms,4927 kB/s
47.236.10.100,80,false,SIN,Asia Pacific,Singapore,262 ms,4925 kB/s
47.236.117.48,2095,false,SIN,Asia Pacific,Singapore,241 ms,4925 kB/s
8.219.117.198,2095,false,SIN,Asia Pacific,Singapore,234 ms,4924 kB/s
47.237.0.31,2095,false,SIN,Asia Pacific,Singapore,236 ms,4922 kB/s
8.222.160.176,80,false,SIN,Asia Pacific,Singapore,242 ms,4918 kB/s
47.237.100.206,80,false,SIN,Asia Pacific,Singapore,241 ms,4918 kB/s
47.237.95.13,8080,false,SIN,Asia Pacific,Singapore,229 ms,4917 kB/s
47.236.166.131,80,false,SIN,Asia Pacific,Singapore,232 ms,4909 kB/s
8.222.156.242,80,false,SIN,Asia Pacific,Singapore,252 ms,4899 kB/s
8.222.164.209,2082,false,SIN,Asia Pacific,Singapore,212 ms,4894 kB/s
47.236.123.133,2086,false,SIN,Asia Pacific,Singapore,262 ms,4892 kB/s
8.222.164.209,2086,false,SIN,Asia Pacific,Singapore,246 ms,4887 kB/s
47.236.125.62,80,false,NRT,Asia Pacific,Tokyo,322 ms,4866 kB/s
47.236.117.48,2086,false,SIN,Asia Pacific,Singapore,263 ms,4860 kB/s
8.219.107.135,8880,false,SIN,Asia Pacific,Singapore,228 ms,4855 kB/s
8.219.98.13,2082,false,SIN,Asia Pacific,Singapore,244 ms,4852 kB/s
8.222.156.242,2095,false,SIN,Asia Pacific,Singapore,270 ms,4851 kB/s
8.217.193.25,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,4843 kB/s
8.222.156.242,2082,false,SIN,Asia Pacific,Singapore,226 ms,4839 kB/s
47.243.139.243,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,4836 kB/s
8.219.201.245,2082,false,SIN,Asia Pacific,Singapore,243 ms,4835 kB/s
8.219.77.222,2095,false,SIN,Asia Pacific,Singapore,243 ms,4833 kB/s
47.237.95.156,2095,false,SIN,Asia Pacific,Singapore,241 ms,4829 kB/s
47.236.237.90,2082,false,SIN,Asia Pacific,Singapore,262 ms,4828 kB/s
47.236.168.17,2086,false,SIN,Asia Pacific,Singapore,227 ms,4823 kB/s
47.236.144.208,2052,false,SIN,Asia Pacific,Singapore,233 ms,4822 kB/s
8.219.98.13,80,false,SIN,Asia Pacific,Singapore,228 ms,4822 kB/s
47.236.9.152,2082,false,SIN,Asia Pacific,Singapore,244 ms,4821 kB/s
47.237.95.146,2082,false,SIN,Asia Pacific,Singapore,225 ms,4819 kB/s
8.210.245.224,2086,false,HKG,Asia Pacific,Hong Kong,56 ms,4818 kB/s
8.219.83.71,2095,false,SIN,Asia Pacific,Singapore,227 ms,4814 kB/s
8.222.144.50,80,false,SIN,Asia Pacific,Singapore,235 ms,4810 kB/s
47.236.144.156,2095,false,SIN,Asia Pacific,Singapore,273 ms,4804 kB/s
8.222.160.176,2086,false,SIN,Asia Pacific,Singapore,226 ms,4795 kB/s
8.219.132.64,8080,false,SIN,Asia Pacific,Singapore,241 ms,4791 kB/s
8.210.156.6,8080,false,HKG,Asia Pacific,Hong Kong,58 ms,4791 kB/s
8.222.191.138,8880,false,SIN,Asia Pacific,Singapore,219 ms,4790 kB/s
47.236.102.102,8080,false,SIN,Asia Pacific,Singapore,254 ms,4788 kB/s
8.219.132.64,80,false,SIN,Asia Pacific,Singapore,219 ms,4787 kB/s
8.222.191.138,80,false,SIN,Asia Pacific,Singapore,224 ms,4786 kB/s
8.219.77.222,2086,false,SIN,Asia Pacific,Singapore,235 ms,4783 kB/s
8.219.248.47,80,false,SIN,Asia Pacific,Singapore,227 ms,4780 kB/s
47.236.169.164,2086,false,SIN,Asia Pacific,Singapore,226 ms,4780 kB/s
8.219.124.227,80,false,SIN,Asia Pacific,Singapore,251 ms,4773 kB/s
47.236.150.13,2052,false,SIN,Asia Pacific,Singapore,245 ms,4773 kB/s
8.219.210.57,2052,false,SIN,Asia Pacific,Singapore,242 ms,4772 kB/s
47.236.87.246,80,false,SIN,Asia Pacific,Singapore,238 ms,4772 kB/s
8.219.191.110,2052,false,SIN,Asia Pacific,Singapore,243 ms,4769 kB/s
47.236.144.156,8080,false,SIN,Asia Pacific,Singapore,233 ms,4768 kB/s
47.243.169.63,2086,false,HKG,Asia Pacific,Hong Kong,58 ms,4764 kB/s
47.236.17.193,8080,false,SIN,Asia Pacific,Singapore,242 ms,4753 kB/s
8.219.122.55,80,false,SIN,Asia Pacific,Singapore,238 ms,4751 kB/s
47.243.74.220,2052,false,HKG,Asia Pacific,Hong Kong,62 ms,4747 kB/s
8.210.245.224,2052,false,HKG,Asia Pacific,Hong Kong,62 ms,4742 kB/s
8.222.162.45,2095,false,SIN,Asia Pacific,Singapore,232 ms,4740 kB/s
8.219.198.139,8880,false,SIN,Asia Pacific,Singapore,231 ms,4740 kB/s
47.243.74.220,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,4739 kB/s
8.219.124.227,8880,false,SIN,Asia Pacific,Singapore,219 ms,4734 kB/s
47.236.149.107,8080,false,SIN,Asia Pacific,Singapore,249 ms,4732 kB/s
8.219.142.191,2082,false,SIN,Asia Pacific,Singapore,227 ms,4731 kB/s
8.219.142.191,2095,false,SIN,Asia Pacific,Singapore,242 ms,4727 kB/s
47.236.17.193,2095,false,SIN,Asia Pacific,Singapore,248 ms,4727 kB/s
47.237.95.156,2086,false,SIN,Asia Pacific,Singapore,228 ms,4723 kB/s
47.236.170.225,2052,false,SIN,Asia Pacific,Singapore,218 ms,4719 kB/s
47.236.125.62,8880,false,NRT,Asia Pacific,Tokyo,290 ms,4719 kB/s
8.219.67.133,2082,false,SIN,Asia Pacific,Singapore,236 ms,4712 kB/s
8.219.124.227,2095,false,SIN,Asia Pacific,Singapore,226 ms,4706 kB/s
47.243.74.220,2086,false,HKG,Asia Pacific,Hong Kong,58 ms,4704 kB/s
8.222.191.138,8080,false,SIN,Asia Pacific,Singapore,237 ms,4699 kB/s
8.210.146.108,2052,false,HKG,Asia Pacific,Hong Kong,62 ms,4697 kB/s
47.237.100.206,2082,false,SIN,Asia Pacific,Singapore,236 ms,4695 kB/s
47.236.167.231,2052,false,SIN,Asia Pacific,Singapore,233 ms,4689 kB/s
47.236.202.91,2082,false,SIN,Asia Pacific,Singapore,298 ms,4687 kB/s
8.219.122.55,2095,false,SIN,Asia Pacific,Singapore,236 ms,4682 kB/s
47.236.9.152,2086,false,SIN,Asia Pacific,Singapore,224 ms,4677 kB/s
8.222.183.242,2052,false,SIN,Asia Pacific,Singapore,228 ms,4672 kB/s
8.222.136.247,2082,false,SIN,Asia Pacific,Singapore,220 ms,4667 kB/s
8.218.2.181,2095,false,HKG,Asia Pacific,Hong Kong,55 ms,4666 kB/s
47.236.169.15,2095,false,SIN,Asia Pacific,Singapore,251 ms,4662 kB/s
47.236.144.208,2095,false,SIN,Asia Pacific,Singapore,273 ms,4662 kB/s
8.222.160.176,2095,false,SIN,Asia Pacific,Singapore,220 ms,4655 kB/s
8.222.179.231,8880,false,SIN,Asia Pacific,Singapore,221 ms,4643 kB/s
47.237.10.1,8080,false,SIN,Asia Pacific,Singapore,219 ms,4641 kB/s
47.236.170.225,2082,false,SIN,Asia Pacific,Singapore,220 ms,4639 kB/s
47.243.91.58,80,false,HKG,Asia Pacific,Hong Kong,56 ms,4637 kB/s
47.236.254.120,8080,false,SIN,Asia Pacific,Singapore,252 ms,4637 kB/s
8.219.124.227,2086,false,SIN,Asia Pacific,Singapore,233 ms,4631 kB/s
8.222.191.138,2082,false,SIN,Asia Pacific,Singapore,222 ms,4630 kB/s
47.237.83.20,2095,false,SIN,Asia Pacific,Singapore,245 ms,4628 kB/s
47.236.165.25,2052,false,SIN,Asia Pacific,Singapore,244 ms,4624 kB/s
8.217.248.220,2082,false,HKG,Asia Pacific,Hong Kong,56 ms,4605 kB/s
8.222.191.138,2095,false,SIN,Asia Pacific,Singapore,218 ms,4603 kB/s
8.210.34.188,2086,false,HKG,Asia Pacific,Hong Kong,67 ms,4594 kB/s
47.236.144.156,2082,false,SIN,Asia Pacific,Singapore,237 ms,4590 kB/s
8.219.120.87,8080,false,SIN,Asia Pacific,Singapore,228 ms,4586 kB/s
8.217.91.121,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,4585 kB/s
8.219.189.143,80,false,SIN,Asia Pacific,Singapore,231 ms,4584 kB/s
8.219.132.64,2082,false,SIN,Asia Pacific,Singapore,233 ms,4583 kB/s
47.236.144.48,2052,false,SIN,Asia Pacific,Singapore,259 ms,4581 kB/s
47.237.95.13,2082,false,SIN,Asia Pacific,Singapore,236 ms,4576 kB/s
47.236.254.120,80,false,SIN,Asia Pacific,Singapore,242 ms,4575 kB/s
8.222.179.231,2052,false,SIN,Asia Pacific,Singapore,233 ms,4569 kB/s
8.219.110.81,8080,false,SIN,Asia Pacific,Singapore,217 ms,4569 kB/s
8.222.187.4,8880,false,SIN,Asia Pacific,Singapore,219 ms,4569 kB/s
8.222.179.231,8080,false,SIN,Asia Pacific,Singapore,222 ms,4568 kB/s
8.222.136.247,8880,false,SIN,Asia Pacific,Singapore,244 ms,4567 kB/s
8.222.187.4,2086,false,SIN,Asia Pacific,Singapore,226 ms,4566 kB/s
8.222.160.176,2082,false,SIN,Asia Pacific,Singapore,239 ms,4565 kB/s
47.245.126.151,2086,false,SIN,Asia Pacific,Singapore,240 ms,4557 kB/s
47.236.169.164,8080,false,SIN,Asia Pacific,Singapore,229 ms,4556 kB/s
8.222.164.209,80,false,SIN,Asia Pacific,Singapore,225 ms,4555 kB/s
8.222.162.45,8880,false,SIN,Asia Pacific,Singapore,219 ms,4551 kB/s
8.219.98.13,2086,false,SIN,Asia Pacific,Singapore,246 ms,4543 kB/s
8.222.179.231,2095,false,SIN,Asia Pacific,Singapore,230 ms,4542 kB/s
47.236.164.215,2095,false,SIN,Asia Pacific,Singapore,232 ms,4539 kB/s
8.219.163.195,2086,false,SIN,Asia Pacific,Singapore,242 ms,4536 kB/s
47.236.118.216,8080,false,SIN,Asia Pacific,Singapore,257 ms,4535 kB/s
8.218.222.36,80,false,HKG,Asia Pacific,Hong Kong,55 ms,4534 kB/s
8.219.248.47,2082,false,SIN,Asia Pacific,Singapore,236 ms,4526 kB/s
8.219.189.143,2052,false,SIN,Asia Pacific,Singapore,229 ms,4525 kB/s
8.222.208.38,2086,false,SIN,Asia Pacific,Singapore,242 ms,4515 kB/s
8.222.144.50,2052,false,SIN,Asia Pacific,Singapore,236 ms,4514 kB/s
47.236.144.48,80,false,SIN,Asia Pacific,Singapore,252 ms,4511 kB/s
47.245.102.52,80,false,SIN,Asia Pacific,Singapore,231 ms,4509 kB/s
8.222.165.117,2082,false,SIN,Asia Pacific,Singapore,246 ms,4507 kB/s
